state	Year	tax_state	tax_revenue	tax_dollar	sales_per_capita	tax_percent	cost_per_pack	index	price_cpi
Rhode Island	1977	0.18	24823000	0.26	148.8	46.2	0.563	60.608333333333334	2.0250350611852053
Rhode Island	1978	0.18	24711000	0.26	146.8	44.3	0.587	65.23333333333333	1.9616658150229942
Rhode Island	1979	0.18	24530000	0.26	145.8	43.3	0.6	72.575	1.8022735101619012
Rhode Island	1980	0.18	24958000	0.26	149.3	40.3	0.645	82.40833333333333	1.7062594802305593
Rhode Island	1981	0.18	25779000	0.26	151.2	36.3	0.716	90.925	1.7166675831729448
Rhode Island	1982	0.23	27315000	0.31	146.3	36.9	0.84	96.5	1.8976165803108809
Rhode Island	1983	0.23	29932000	0.39	135.8	41.1	0.948	99.6	2.0749397590361447
Rhode Island	1984	0.23	30046000	0.39	136.9	38.9	1.003	103.88333333333333	2.1048034654259586
Rhode Island	1985	0.23	29750000	0.394	133.4	38.7	1.018	107.56666666666666	2.0631298419584754
Rhode Island	1986	0.234	30980000	0.41	136.3	36.1	1.135	109.60833333333333	2.257401353303429
Rhode Island	1987	0.25	30137000	0.41	124.4	33.6	1.215	113.625	2.3310891089108914
Rhode Island	1988	0.25	34147000	0.43	138	31.9	1.348	118.25833333333333	2.4849327038263693
Rhode Island	1989	0.27	34452000	0.53	120.8	35.1	1.509	123.96666666666667	2.6536326969615485
Rhode Island	1990	0.27	37350000	0.53	101.4	31.1	1.703	130.65833333333333	2.8414108042604758
Rhode Island	1991	0.37	39066000	0.57	103.6	30	1.9	136.19166666666666	3.0413020865202225
Rhode Island	1992	0.37	37347000	0.57	100.1	28.8	1.979	140.31666666666666	3.0746311913528923
Rhode Island	1993	0.37	35129046	0.68	94.1	40.3	1.689	144.45833333333334	2.5488456879146235
Rhode Island	1994	0.37	40883302	0.8	91.9	38.2	2.096	148.225	3.0826648675999326
Rhode Island	1995	0.56	50164082	0.85	90.8	39.6	2.149	152.38333333333333	3.0743650880454996
Rhode Island	1996	0.56	53122026	0.85	87.5	39.2	2.17	156.85	3.0160025502072045
Rhode Island	1997	0.61	54317563	0.95	90	40.9	2.322	160.51666666666665	3.1535416882982044
Rhode Island	1998	0.61	62373646	0.95	88.7	37.7	2.517	163.00833333333333	3.3661223863810643
Rhode Island	1999	0.71	60925100	0.95	86.9	29.4	3.229	166.575	4.225856220921507
Rhode Island	2000	0.71	58788277	1.05	83.1	31	3.382	172.2	4.28150987224158
Rhode Island	2001	0.71	59143893	1.34	79.5	34.6	3.869	177.06666666666666	4.763414909638555
Rhode Island	2002	1.32	79064459	1.71	74.7	38.7	4.42	179.875	5.356831132731063
Rhode Island	2003	1.32	94002000	2.1	67.3	43.7	4.802	183.95833333333334	5.6906147225368064
Rhode Island	2004	1.71	112352300	2.85	61.1	52.3	5.452	188.88333333333333	6.292434483367158
Rhode Island	2005	2.46	131315700	2.85	49.4	50.6	5.637	195.29166666666666	6.292465116279069
Rhode Island	2006	2.46	125110211	2.85	47.3	49.9	5.712	201.59166666666667	6.176921995783555
Rhode Island	2007	2.46	118850798	2.85	45.3	49.3	5.78	207.34241666666668	6.077097104668646
Rhode Island	2008	2.46	113504400	2.85	43.6	49.1	5.803	215.3025	5.875705112574169
Rhode Island	2009	3.46	124880200	4.47	44.7	57.8	7.735	214.537	7.85985634179652
Rhode Island	2010	3.46	135251400	4.47	37.1	57.3	7.795	218.0555	7.793015998220636
Rhode Island	2011	3.46	132345000	4.47	36.3	56.9	7.854	224.93916666666667	7.611711314540598
Rhode Island	2012	3.46	130103086	4.51	35.8	54.8	8.23	229.59391666666667	7.814405651717689
Rhode Island	2013	3.5	129608951	4.51	35.3	54.9	8.219	232.95708333333334	7.691296501322667
Rhode Island	2014	3.5	135240000	4.51	36.7	54.7	8.248	236.73616666666666	7.595223092936792
Rhode Island	2015	3.5	135732649	4.76	36.8	55.2	8.62	237.017	7.928376445571414
Rhode Island	2016	3.75	139500000	4.76	35.2	54	8.822	240.00716666666668	8.013077387272462
Rhode Island	2017	3.75	135317715	5.26	34.2	55.8	9.429	245.11958333333334	8.385792648826168
Rhode Island	2018	4.25	138099021	5.26	31.4	54.8	9.597	251.10683333333333	8.331696801029574
South Carolina	1970	0.06	16737672	0.14	103.6	40.8	0.343	38.825	1.92592401802962
South Carolina	1971	0.06	17911044	0.14	115	41.1	0.341	40.49166666666667	1.835883926733896
South Carolina	1972	0.06	18928116	0.14	118.7	41.8	0.335	41.81666666666666	1.7464328417696295
South Carolina	1973	0.06	20383460	0.14	125.5	39.8	0.352	44.4	1.7282882882882882
South Carolina	1974	0.06	21209852	0.14	129.7	36.8	0.381	49.30833333333334	1.6844617204664525
South Carolina	1975	0.06	21800180	0.14	130.5	34.2	0.41	53.81666666666667	1.6608237844533909
South Carolina	1976	0.06	23170887	0.14	136.8	33.2	0.422	56.90833333333333	1.6165646507541367
South Carolina	1977	0.06	23441273	0.15	137.2	30.5	0.492	60.608333333333334	1.7696576378385809
South Carolina	1978	0.07	28273885	0.15	140.4	29.9	0.502	65.23333333333333	1.6776085845682167
South Carolina	1979	0.07	27713875	0.15	135.7	28.7	0.523	72.575	1.5709817430244575
South Carolina	1980	0.07	28389033	0.15	138.3	27.4	0.547	82.40833333333333	1.4470138537769242
South Carolina	1981	0.07	29722415	0.15	136.1	24.2	0.619	90.925	1.4841022821006324
South Carolina	1982	0.07	30151784	0.15	136	20.7	0.724	96.5	1.6355647668393782
South Carolina	1983	0.07	29391530	0.23	131.1	28.3	0.813	99.6	1.779457831325301
South Carolina	1984	0.07	29419765	0.23	127	27.7	0.83	103.88333333333333	1.7417615915289588
South Carolina	1985	0.07	29421407	0.23	125.4	25.9	0.887	107.56666666666666	1.7976386736907344
South Carolina	1986	0.07	29522340	0.23	126.6	24.1	0.953	109.60833333333333	1.8954215768265794
South Carolina	1987	0.07	30093670	0.23	126.6	23	0.999	113.625	1.9166732673267326
South Carolina	1988	0.07	30114220	0.23	124.4	20.6	1.119	118.25833333333333	2.062789091677824
South Carolina	1989	0.07	29861721	0.23	122.4	18.3	1.252	123.96666666666667	2.2016886259747244
South Carolina	1990	0.07	29140978	0.23	118.6	17.8	1.29	130.65833333333333	2.1523311435678294
South Carolina	1991	0.07	29953372	0.27	121.5	17.8	1.519	136.19166666666666	2.4314409839074833
South Carolina	1992	0.07	27846422	0.27	112.9	16.4	1.645	140.31666666666666	2.5557192065565983
South Carolina	1993	0.07	28402000	0.31	115.2	22.3	1.391	144.45833333333334	2.0991381597923273
South Carolina	1994	0.07	27996316	0.31	112.2	22.1	1.4	148.225	2.059031877213695
South Carolina	1995	0.07	28994603	0.31	109.2	20.7	1.495	152.38333333333333	2.138750957016297
South Carolina	1996	0.07	26468366	0.31	102.9	20.1	1.539	156.85	2.1389990436722983
South Carolina	1997	0.07	32242879	0.31	124.5	18.8	1.653	160.51666666666665	2.2449631398608663
South Carolina	1998	0.07	32877081	0.31	126.9	17.3	1.796	163.00833333333333	2.4018894739532746
South Carolina	1999	0.07	28554305	0.31	109.4	12.1	2.553	166.575	3.341161638901396
South Carolina	2000	0.07	28077000	0.41	103.9	14.7	2.783	172.2	3.523193960511034
South Carolina	2001	0.07	25772858	0.41	96.6	13.6	3.024	177.06666666666666	3.723072289156627
South Carolina	2002	0.07	26350424	0.46	97.5	14.8	3.106	179.875	3.7643252258512856
South Carolina	2003	0.07	25843905	0.46	95.7	14.5	3.167	183.95833333333334	3.7530563986409966
South Carolina	2004	0.07	26759248	0.46	92.2	14.7	3.122	188.88333333333333	3.6032612723903643
South Carolina	2005	0.07	27559820	0.46	94	14.6	3.147	195.29166666666666	3.5129302325581393
South Carolina	2006	0.07	28724528	0.46	96.4	14.9	3.094	201.59166666666667	3.3458327477160923
South Carolina	2007	0.07	27553662	0.46	91.2	14.1	3.262	207.34241666666668	3.4296696808700906
South Carolina	2008	0.07	27468584	0.46	89.1	13.9	3.319	215.3025	3.36058336526515
South Carolina	2009	0.07	26656877	1.08	85	27.2	3.967	214.537	4.031034273808247
South Carolina	2010	0.07	26912128	1.58	84.5	33.6	4.705	218.0555	4.7038024723063625
South Carolina	2011	0.57	138031843	1.58	69.9	32.6	4.844	224.93916666666667	4.694567049609709
South Carolina	2012	0.57	164019425	1.58	61.9	32.6	4.851	229.59391666666667	4.6060366727196245
South Carolina	2013	0.57	163002662	1.58	62	32.4	4.879	232.95708333333334	4.565742259393271
South Carolina	2014	0.57	156356758	1.58	58.9	31.7	4.987	236.73616666666666	4.592310567952932
South Carolina	2015	0.57	153086500	1.58	56.1	31.4	5.029	237.017	4.625499436749263
South Carolina	2016	0.57	156101358	1.58	57.3	31.3	5.049	240.00716666666668	4.586038055808056
South Carolina	2017	0.57	154924581	1.58	55.5	30.7	5.142	245.11958333333334	4.573098504641442
South Carolina	2018	0.57	151957884	1.58	53.1	29.7	5.322	251.10683333333333	4.6203282666541
South Dakota	1970	0.12	7360000	0.2	92.7	51.9	0.385	38.825	2.161751448808757
South Dakota	1971	0.12	7730000	0.2	96.7	51.2	0.391	40.49166666666667	2.1050751183371066
South Dakota	1972	0.12	8280000	0.2	103	50.5	0.396	41.81666666666666	2.064440015942607
South Dakota	1973	0.12	8438000	0.2	103.5	49.5	0.404	44.4	1.9836036036036038
South Dakota	1974	0.12	8909000	0.2	108.4	46.7	0.428	49.30833333333334	1.8922562109176946
South Dakota	1975	0.12	9283000	0.2	113.5	44.5	0.45	53.81666666666667	1.8228553731805512
South Dakota	1976	0.12	9561000	0.2	116.7	43.1	0.464	56.90833333333333	1.777454971445307
South Dakota	1977	0.12	9515000	0.2	115.6	37.6	0.532	60.608333333333334	1.9135322425409047
South Dakota	1978	0.12	9665000	0.2	116.9	37	0.541	65.23333333333333	1.807940725600409
South Dakota	1979	0.12	9721000	0.22	117.4	37.4	0.588	72.575	1.7662280399586632
South Dakota	1980	0.14	11053000	0.22	114.7	35.3	0.623	82.40833333333333	1.6480614824552535
South Dakota	1981	0.14	11176000	0.23	115.7	33.8	0.68	90.925	1.6303546879296125
South Dakota	1982	0.15	11615000	0.23	113	29.2	0.788	96.5	1.7801450777202072
South Dakota	1983	0.15	11381000	0.31	109.8	34.5	0.898	99.6	1.9655020080321286
South Dakota	1984	0.15	11191000	0.31	105.7	33.6	0.923	103.88333333333333	1.9369228300978665
South Dakota	1985	0.15	11167000	0.39	104.4	35.9	1.085	107.56666666666666	2.198915401301518
South Dakota	1986	0.23	15673000	0.39	97	34.3	1.137	109.60833333333333	2.2613791530449325
South Dakota	1987	0.23	15849000	0.39	95.8	31.2	1.247	113.625	2.3924840484048406
South Dakota	1988	0.23	15261000	0.39	91.9	30	1.301	118.25833333333333	2.3982918751321263
South Dakota	1989	0.23	14527000	0.39	87.4	28	1.389	123.96666666666667	2.4426082280182846
South Dakota	1990	0.23	14679000	0.39	88.3	25.9	1.503	130.65833333333333	2.5077160533197267
South Dakota	1991	0.23	14724000	0.43	91.8	26.4	1.63	136.19166666666666	2.609117053172612
South Dakota	1992	0.23	14943000	0.43	93	23.8	1.803	140.31666666666666	2.8011925406817912
South Dakota	1993	0.23	14685000	0.47	91.6	30.4	1.544	144.45833333333334	2.3300282665128353
South Dakota	1994	0.23	15303000	0.47	94.8	29	1.621	148.225	2.3840647664024286
South Dakota	1995	0.23	16274000	0.57	98.6	33.3	1.712	152.38333333333333	2.449191731379197
South Dakota	1996	0.23	22456341	0.57	92.3	31.4	1.817	156.85	2.5253809372011475
South Dakota	1997	0.33	21458178	0.57	88.8	29.6	1.928	160.51666666666665	2.6184446059599216
South Dakota	1998	0.33	21321597	0.57	88.3	27.4	2.079	163.00833333333333	2.780360922243239
South Dakota	1999	0.33	20327478	0.57	83.5	20.9	2.729	166.575	3.571496322977638
South Dakota	2000	0.33	19251084	0.67	75.1	22	3.04	172.2	3.8485481997677122
South Dakota	2001	0.33	19452005	0.67	78.1	20.5	3.275	177.06666666666666	4.032097138554217
South Dakota	2002	0.33	18837516	0.72	75.4	21.1	3.405	179.875	4.126699096594858
South Dakota	2003	0.53	21669573	0.92	73.2	26.4	3.483	183.95833333333334	4.127532502831257
South Dakota	2004	0.53	28171051	0.92	69.3	26.2	3.506	188.88333333333333	4.046455483984823
South Dakota	2005	0.53	28065888	0.92	68.7	26	3.539	195.29166666666666	3.9505116279069767
South Dakota	2006	0.53	28462829	0.92	69.2	26.3	3.499	201.59166666666667	3.7837972799801576
South Dakota	2007	1.53	43184955	1.92	58.5	43.7	4.391	207.34241666666668	4.616701277958482
South Dakota	2008	1.53	60271330	1.92	49.5	41.9	4.582	215.3025	4.639407345479035
South Dakota	2009	1.53	61646193	2.54	49.7	46.7	5.437	214.537	5.524762628357812
South Dakota	2010	1.53	60417938	2.54	48.6	43.2	5.885	218.0555	5.883502135924111
South Dakota	2011	1.53	54607887	2.54	43.8	43.5	5.842	224.93916666666667	5.661779666354236
South Dakota	2012	1.53	53980032	2.54	42.8	43.6	5.831	229.59391666666667	5.536549131854902
South Dakota	2013	1.53	54473910	2.54	42.7	44.1	5.766	232.95708333333334	5.395792143402665
South Dakota	2014	1.53	54732798	2.54	42.3	42.8	5.931	236.73616666666666	5.461598952983525
South Dakota	2015	1.53	53164088	2.54	40.7	40.8	6.221	237.017	5.721859613445449
South Dakota	2016	1.53	58833509	2.54	44.6	40.6	6.252	240.00716666666668	5.6787304267997545
South Dakota	2017	1.53	55127979	2.54	41.6	39.3	6.455	245.11958333333334	5.740830580991931
South Dakota	2018	1.53	54892816	2.54	40.2	38.9	6.534	251.10683333333333	5.672533802013884
Tennessee	1970	0.13	51529552	0.21	99.8	50.5	0.416	38.825	2.3358145524790723
Tennessee	1971	0.13	54324788	0.21	106.3	50.5	0.416	40.49166666666667	2.2396707141387115
Tennessee	1972	0.13	57838793	0.21	111.5	51.5	0.408	41.81666666666666	2.126998804304504
Tennessee	1973	0.13	57504328	0.21	109.7	49.4	0.425	44.4	2.0867117117117115
Tennessee	1974	0.13	61589439	0.21	114.8	46.4	0.453	49.30833333333334	2.0027851952002704
Tennessee	1975	0.13	62998951	0.21	117.4	43.5	0.483	53.81666666666667	1.956531433880458
Tennessee	1976	0.13	66254203	0.21	121.7	42.3	0.496	56.90833333333333	1.9000380729242934
Tennessee	1977	0.13	68265256	0.21	124.6	38.3	0.548	60.608333333333334	1.9710820844218342
Tennessee	1978	0.13	71135611	0.21	127.3	36.6	0.573	65.23333333333333	1.9148799182422074
Tennessee	1979	0.13	72046814	0.21	127.2	34.8	0.603	72.575	1.8112848777127109
Tennessee	1980	0.13	74254687	0.21	130.4	33	0.637	82.40833333333333	1.68509657194863
Tennessee	1981	0.13	77075964	0.21	129.1	30.7	0.683	90.925	1.6375474291998902
Tennessee	1982	0.13	78807924	0.21	131.4	26.5	0.791	96.5	1.7869222797927462
Tennessee	1983	0.13	78010310	0.29	129	32.8	0.883	99.6	1.932670682730924
Tennessee	1984	0.13	76741643	0.29	125.1	31.4	0.925	103.88333333333333	1.9411198459810688
Tennessee	1985	0.13	79593436	0.29	128.7	29.4	0.988	107.56666666666666	2.0023303377750232
Tennessee	1986	0.13	79745209	0.29	107.9	28	1.035	109.60833333333333	2.058511366228237
Tennessee	1987	0.13	81357705	0.29	130.6	25.9	1.121	113.625	2.1507414741474147
Tennessee	1988	0.13	79785166	0.29	125.3	23.9	1.215	118.25833333333333	2.239757592840533
Tennessee	1989	0.13	79845917	0.29	124.7	21.5	1.35	123.96666666666667	2.3740252756117237
Tennessee	1990	0.13	78338596	0.29	121.8	21.1	1.374	130.65833333333333	2.292482938962944
Tennessee	1991	0.13	76943846	0.33	120.6	20.1	1.639	136.19166666666666	2.6235232209508657
Tennessee	1992	0.13	77135315	0.33	121	19.4	1.702	140.31666666666666	2.644276042285307
Tennessee	1993	0.13	77029000	0.37	120.8	24.6	1.503	144.45833333333334	2.268155754254398
Tennessee	1994	0.13	77049000	0.37	118.8	24.2	1.53	148.225	2.2502276943835384
Tennessee	1995	0.13	84827807	0.37	125.4	23.7	1.559	152.38333333333333	2.2303095264136497
Tennessee	1996	0.13	80884691	0.37	119.2	23	1.611	156.85	2.239069174370418
Tennessee	1997	0.13	82056793	0.37	118.9	22.1	1.677	160.51666666666665	2.2775578859931476
Tennessee	1998	0.13	82777975	0.37	119.7	19.5	1.895	163.00833333333333	2.5342876131077143
Tennessee	1999	0.13	80688000	0.37	115.8	14.2	2.612	166.575	3.418376106858773
Tennessee	2000	0.13	79981161	0.47	108.7	16.7	2.815	172.2	3.563704994192799
Tennessee	2001	0.13	76010568	0.47	103.5	15.3	3.071	177.06666666666666	3.7809375000000007
Tennessee	2002	0.13	77116917	0.59	103.4	18	3.269	179.875	3.961873523280056
Tennessee	2003	0.2	107041135	0.59	93.2	18.5	3.182	183.95833333333334	3.770832163080408
Tennessee	2004	0.2	112734251	0.59	96.5	18.5	3.182	188.88333333333333	3.6725103679519986
Tennessee	2005	0.2	114345060	0.59	97	18.1	3.257	195.29166666666666	3.635720930232558
Tennessee	2006	0.2	117658741	0.59	98.7	18.2	3.235	201.59166666666667	3.4983092885783966
Tennessee	2007	0.2	129671397	1.04	107.4	27.8	3.738	207.34241666666668	3.9301365012545673
Tennessee	2008	0.62	265812861	1.01	69.5	26.9	3.748	215.3025	3.7949582564066837
Tennessee	2009	0.62	296801064	1.63	77	35.1	4.644	214.537	4.718962230291278
Tennessee	2010	0.62	283488219	1.63	72.6	34.1	4.784	218.0555	4.782782365040093
Tennessee	2011	0.62	282037904	1.63	71.7	33.1	4.925	224.93916666666667	4.773068274014826
Tennessee	2012	0.62	271048763	1.63	68.3	33.7	4.832	229.59391666666667	4.587996125042512
Tennessee	2013	0.62	265091159	1.63	66.2	32.8	4.965	232.95708333333334	4.646220602149537
Tennessee	2014	0.62	252266793	1.63	62.6	32.6	5.003	236.73616666666666	4.607044269394129
Tennessee	2015	0.62	252591583	1.63	62.2	32.6	4.993	237.017	4.5923878877886395
Tennessee	2016	0.62	251898947	1.63	61.6	31.8	5.133	240.00716666666668	4.662335777473311
Tennessee	2017	0.62	244100257	1.63	59.2	31.3	5.206	245.11958333333334	4.6300176614475586
Tennessee	2018	0.62	233013693	1.63	56	30.9	5.281	251.10683333333333	4.584733854979388
Texas	1970	0.155	169554206	0.235	106.4	56	0.42	38.825	2.3582743077913713
Texas	1971	0.155	189942675	0.265	108.9	56.5	0.469	40.49166666666667	2.525013377238115
Texas	1972	0.185	226503540	0.265	108.6	57.1	0.464	41.81666666666666	2.4189398166600244
Texas	1973	0.185	236280843	0.265	110.4	55.8	0.475	44.4	2.3322072072072073
Texas	1974	0.185	248277976	0.265	114.7	52.4	0.506	49.30833333333334	2.237106641879331
Texas	1975	0.185	256967461	0.265	116	49.7	0.533	53.81666666666667	2.1590709197894085
Texas	1976	0.185	273166718	0.265	121.4	49.7	0.533	56.90833333333333	2.041774784009372
Texas	1977	0.185	283908123	0.265	124.2	44.8	0.591	60.608333333333334	2.125747284476832
Texas	1978	0.185	296923598	0.265	126.6	42.6	0.622	65.23333333333333	2.0786305569749617
Texas	1979	0.185	301669878	0.265	126.4	41.6	0.637	72.575	1.9134137099552186
Texas	1980	0.185	321154012	0.265	129.7	39.6	0.669	82.40833333333333	1.7697482050763478
Texas	1981	0.185	339554173	0.265	129	35.9	0.738	90.925	1.7694143524883146
Texas	1982	0.185	358491433	0.265	131.2	31.5	0.841	96.5	1.8998756476683938
Texas	1983	0.185	357379664	0.345	126.4	36.8	0.938	99.6	2.0530522088353416
Texas	1984	0.185	344699280	0.355	117.2	34.8	1.021	103.88333333333333	2.1425766083747795
Texas	1985	0.195	360500225	0.365	115.9	34.6	1.055	107.56666666666666	2.138115897118066
Texas	1986	0.205	373506575	0.365	113.7	31.9	1.144	109.60833333333333	2.2753014521401957
Texas	1987	0.205	355496360	0.42	105.8	32.8	1.28	113.625	2.455797579757976
Texas	1988	0.26	399060039	0.42	96.5	30.7	1.37	118.25833333333333	2.5254879853428234
Texas	1989	0.26	410282050	0.42	94.5	28.8	1.457	123.96666666666667	2.5621887604194677
Texas	1990	0.26	389745949	0.57	85.6	32.8	1.736	130.65833333333333	2.896470438165699
Texas	1991	0.26	552917679	0.61	79.6	32.8	1.86	136.19166666666666	2.9772746741724285
Texas	1992	0.41	543222000	0.61	77.2	29.8	2.046	140.31666666666666	3.1787243140515495
Texas	1993	0.41	572602310	0.65	81.3	36.6	1.777	144.45833333333334	2.681645226420536
Texas	1994	0.41	562276060	0.65	78.8	35.1	1.85	148.225	2.7208635520323834
Texas	1995	0.41	559696209	0.65	75.2	34.5	1.884	152.38333333333333	2.695255386634584
Texas	1996	0.41	569079842	0.65	74.6	34.2	1.898	156.85	2.637959834236532
Texas	1997	0.41	569575890	0.65	72.6	32.2	2.018	160.51666666666665	2.7406749039559757
Texas	1998	0.41	556503717	0.65	73.2	28.9	2.25	163.00833333333333	3.0090486171463624
Texas	1999	0.41	539935144	0.65	67.8	22.2	2.923	166.575	3.825387963379859
Texas	2000	0.41	536877386	0.75	69.3	24.1	3.112	172.2	3.9396980255516842
Texas	2001	0.41	495713837	0.75	62.1	23	3.267	177.06666666666666	4.022247740963856
Texas	2002	0.41	512895687	0.8	58.3	22.7	3.531	179.875	4.279405142460042
Texas	2003	0.41	490718568	0.8	58.9	22.9	3.487	183.95833333333334	4.132272706681767
Texas	2004	0.41	501571338	0.8	55.8	23.8	3.364	188.88333333333333	3.8825659578222886
Texas	2005	0.41	507341005	0.8	55.4	23.7	3.375	195.29166666666666	3.7674418604651163
Texas	2006	0.41	507159644	0.8	54.3	24	3.33	201.59166666666667	3.6010417097267577
Texas	2007	1.41	1024383107	1.8	49.3	40.4	4.455	207.34241666666668	4.683990934480764
Texas	2008	1.41	1507229486	1.8	43.9	39.6	4.549	215.3025	4.605993892314302
Texas	2009	1.41	1211322317	2.42	42.3	43.8	5.529	214.537	5.618247668234384
Texas	2010	1.41	1249918085	2.42	38.2	42.9	5.642	218.0555	5.640563984857066
Texas	2011	1.41	1359519880	2.42	38.7	42.2	5.731	224.93916666666667	5.554203914391668
Texas	2012	1.41	1330330418	2.42	36.7	42.8	5.659	229.59391666666667	5.373234700251567
Texas	2013	1.41	1329662430	2.42	36.2	42.1	5.747	232.95708333333334	5.37801204442163
Texas	2014	1.41	1256724107	2.42	33.7	42	5.763	236.73616666666666	5.306895087850962
Texas	2015	1.41	1270386671	2.42	33.8	40.7	5.946	237.017	5.468924169996245
Texas	2016	1.41	1271800731	2.42	32.8	40	6.043	240.00716666666668	5.488894428846916
Texas	2017	1.41	1253705378	2.42	31.9	38.8	6.244	245.11958333333334	5.553175235896764
Texas	2018	1.41	1190923717	2.42	29.1	38.3	6.318	251.10683333333333	5.485012023434912
Utah	1970	0.08	5473433	0.16	65.5	43.7	0.366	38.825	2.0550676110753376
Utah	1971	0.08	5794213	0.16	67.7	43	0.372	40.49166666666667	2.0027824655278863
Utah	1972	0.08	6272275	0.16	71.3	43.8	0.365	41.81666666666666	1.9028298126743723
Utah	1973	0.08	6534971	0.16	72.7	42.3	0.378	44.4	1.855945945945946
Utah	1974	0.08	6993604	0.16	75.6	39.5	0.405	49.30833333333334	1.7905695453777253
Utah	1975	0.08	7111247	0.16	75.8	36.9	0.434	53.81666666666667	1.758042737689687
Utah	1976	0.08	7518081	0.16	77.9	35.8	0.447	56.90833333333333	1.7123326987845953
Utah	1977	0.08	7755816	0.16	78.9	32.3	0.495	60.608333333333334	1.7804482331912552
Utah	1978	0.08	8077185	0.16	79.6	29.8	0.537	65.23333333333333	1.794573326520184
Utah	1979	0.08	8270288	0.18	79.1	31.5	0.572	72.575	1.7181674130210125
Utah	1980	0.1	10380880	0.18	74.8	28.7	0.627	82.40833333333333	1.658642936596218
Utah	1981	0.1	11332870	0.18	77.6	26.4	0.681	90.925	1.6327522683530384
Utah	1982	0.1	11175540	0.2	73.6	24.2	0.82	96.5	1.8524352331606218
Utah	1983	0.12	12863400	0.28	69	29.4	0.953	99.6	2.085883534136546
Utah	1984	0.12	13071387	0.28	66.3	26.8	1.046	103.88333333333333	2.1950393069148086
Utah	1985	0.12	13412317	0.28	66.5	27.1	1.035	107.56666666666666	2.097582894329098
Utah	1986	0.12	12919309	0.28	64.4	25.8	1.086	109.60833333333333	2.1599452596365847
Utah	1987	0.23	14969083	0.39	67.7	31.7	1.229	113.625	2.357949394939494
Utah	1988	0.23	21656003	0.39	55	28.8	1.356	118.25833333333333	2.499680078923262
Utah	1989	0.23	22551304	0.39	57	25.7	1.519	123.96666666666667	2.6712180693734875
Utah	1990	0.23	21106378	0.39	53.4	23.3	1.671	130.65833333333333	2.788019644109956
Utah	1991	0.23	21395613	0.465	53.5	28.1	1.701	136.19166666666666	2.7227657100899467
Utah	1992	0.23	24805000	0.465	55	25.8	1.801	140.31666666666666	2.798085283287801
Utah	1993	0.265	25898218	0.505	56.2	31.5	1.604	144.45833333333334	2.4205734064032303
Utah	1994	0.265	26167144	0.505	55.8	29.9	1.688	148.225	2.4826041490976554
Utah	1995	0.265	25812927	0.505	52	28.9	1.749	152.38333333333333	2.5021240293120424
Utah	1996	0.265	27788866	0.505	54	27.1	1.862	156.85	2.5879247688874725
Utah	1997	0.265	32657125	0.755	57	33.9	2.227	160.51666666666665	3.0245208181912577
Utah	1998	0.265	43619557	0.755	42.3	31	2.437	163.00833333333333	3.2591339911047488
Utah	1999	0.515	47440834	0.755	43.9	24.1	3.129	166.575	4.0949842413327335
Utah	2000	0.515	46235015	0.855	40.7	25.8	3.312	172.2	4.192891986062718
Utah	2001	0.515	44467980	0.855	38.7	25.5	3.358	177.06666666666666	4.134284638554218
Utah	2002	0.695	47442128	1.085	40.1	28.5	3.812	179.875	4.619963863794301
Utah	2003	0.695	57529796	1.085	36.5	29.3	3.701	183.95833333333334	4.385873612684032
Utah	2004	0.695	55835597	1.085	34.2	28.9	3.76	188.88333333333333	4.339609988529074
Utah	2005	0.695	56598687	1.085	33.6	28.8	3.772	195.29166666666666	4.21060465116279
Utah	2006	0.695	59292150	1.085	34.5	29.2	3.722	201.59166666666667	4.0249481212021
Utah	2007	0.695	58224620	1.085	32.9	27.9	3.893	207.34241666666668	4.09310363814447
Utah	2008	0.695	57540080	1.085	31.3	26.9	4.029	215.3025	4.0794788727488065
Utah	2009	0.695	52419000	1.705	27.6	36.5	4.672	214.537	4.747414198949365
Utah	2010	0.695	54495284	2.71	26.7	46	5.891	218.0555	5.889500608789964
Utah	2011	1.7	104570910	2.71	22.3	45.2	5.999	224.93916666666667	5.813936360571561
Utah	2012	1.7	110249352	2.71	23	43.4	6.24	229.59391666666667	5.9248956581674825
Utah	2013	1.7	104045712	2.71	21.4	43	6.296	232.95708333333334	5.891763325505234
Utah	2014	1.7	96248832	2.71	19.5	42.7	6.349	236.73616666666666	5.846516903134784
Utah	2015	1.7	99867180	2.71	20	42.6	6.366	237.017	5.855225574536847
Utah	2016	1.7	94338780	2.71	18.5	41.7	6.504	240.00716666666668	5.907623591795522
Utah	2017	1.7	95612556	2.71	18.4	39.9	6.791	245.11958333333334	6.039656154224043
Utah	2018	1.7	90276188	2.71	17.1	40	6.777	251.10683333333333	5.883495802915227
Vermont	1970	0.12	6458913	0.2	122.6	50.6	0.395	38.825	2.217900837089504
Vermont	1971	0.12	6674580	0.2	124.4	50	0.4	40.49166666666667	2.1535295328256843
Vermont	1972	0.12	7586268	0.2	138	50.3	0.398	41.81666666666666	2.0748664806695896
Vermont	1973	0.12	8136202	0.2	146.8	48.4	0.413	44.4	2.0277927927927926
Vermont	1974	0.12	8454155	0.2	151.8	47.9	0.418	49.30833333333334	1.8480446172046643
Vermont	1975	0.12	8776260	0.2	155.5	42.5	0.471	53.81666666666667	1.90792195726231
Vermont	1976	0.12	9671592	0.2	171.1	42.6	0.47	56.90833333333333	1.8004393029726167
